genia tagger: 5668['jakob-creutzfeldt', [60, 77]]
['c', [29551, 29552]]
['c', [29556, 29557]]
['c', [29612, 29613]]
['c', [29635, 29636]]
['c', [29640, 29641]]
['c', [29657, 29658]]
['c', [29670, 29671]]
['c', [29717, 29718]]
['c', [29721, 29722]]
['c', [29764, 29765]]
['c', [29789, 29790]]
['c', [29817, 29818]]
['c', [29844, 29845]]
['c', [29848, 29849]]
['c', [29926, 29927]]
['c', [29964, 29965]]
['c', [29979, 29980]]
['c', [29990, 29991]]
['c', [29994, 29995]]
['c', [30009, 30010]]
['c', [30060, 30061]]
['c', [30092, 30093]]
['c', [30117, 30118]]
['c', [30121, 30122]]
['c', [30146, 30147]]
['c', [30171, 30172]]
['c', [30240, 30241]]
['c', [30261, 30262]]
['c', [30283, 30284]]
['c', [30316, 30317]]
['c', [30320, 30321]]
['c', [30362, 30363]]
['c', [30380, 30381]]
['c', [30397, 30398]]
['c', [30422, 30423]]
['c', [30451, 30452]]
['c', [30465, 30466]]
['c', [30541, 30542]]
['c', [30561, 30562]]
['c', [30568, 30569]]
['c', [30612, 30613]]
['c', [30628, 30629]]
['c', [30656, 30657]]
['c', [30660, 30661]]
['c', [30715, 30716]]
['c', [30787, 30788]]
['c', [30792, 30793]]
['c', [30802, 30803]]
['c', [30808, 30809]]
['c', [30830, 30831]]
['c', [30846, 30847]]
['c', [30857, 30858]]
['c', [30893, 30894]]
['c', [30903, 30904]]
['c', [30925, 30926]]
['c', [30970, 30971]]
['c', [31008, 31009]]
['c', [31012, 31013]]
['c', [31047, 31048]]
['c', [31052, 31053]]
['c', [31078, 31079]]
['c', [31096, 31097]]
['c', [31205, 31206]]
['c', [31215, 31216]]
['c', [31279, 31280]]
['c', [31299, 31300]]
['c', [31312, 31313]]
['c', [31317, 31318]]
['c', [31354, 31355]]
['c', [31363, 31364]]
['c', [31368, 31369]]
['c', [31411, 31412]]
['c', [31421, 31422]]
['c', [31432, 31433]]
['c', [31485, 31486]]
['c', [31515, 31516]]
['c', [31547, 31548]]
['c', [31633, 31634]]
['c', [31683, 31684]]
['c', [31698, 31699]]
['c', [31788, 31789]]
['c', [31805, 31806]]
['c', [31820, 31821]]
['c', [31832, 31833]]
['c', [31907, 31908]]
['c', [31974, 31975]]
['c', [32012, 32013]]
['c', [32015, 32016]]
['c', [32031, 32032]]
['c', [32041, 32042]]
['c', [32073, 32074]]
['c', [32099, 32100]]
['c', [32116, 32117]]
['c', [32143, 32144]]
['c', [32160, 32161]]
['c', [32172, 32173]]
['c', [32179, 32180]]
['c', [32192, 32193]]
['c', [32197, 32198]]
['c', [32204, 32205]]
['c', [32210, 32211]]
['c', [32230, 32231]]
['c', [32256, 32257]]
['c', [32273, 32274]]
['c', [32312, 32313]]
['c', [32340, 32341]]
['c', [32353, 32354]]
['c', [32382, 32383]]
['c', [32389, 32390]]
['c', [32396, 32397]]
['c', [32403, 32404]]
['c', [32491, 32492]]
['c', [32507, 32508]]
['c', [32514, 32515]]
['c', [32520, 32521]]
['c', [32572, 32573]]
['c', [32595, 32596]]
['c', [32660, 32661]]
['c', [32693, 32694]]
['c', [32700, 32701]]
['c', [32710, 32711]]
['c', [32724, 32725]]
['c', [32747, 32748]]
['c', [32759, 32760]]
['c', [32771, 32772]]
['c', [32816, 32817]]
['c', [32819, 32820]]
['c', [32825, 32826]]
['c', [32837, 32838]]
['c', [32892, 32893]]
['c', [32909, 32910]]
['c', [32921, 32922]]
['c', [32924, 32925]]
['c', [32925, 32926]]
['c', [32939, 32940]]
['c', [32955, 32956]]
['c', [32959, 32960]]
['c', [32982, 32983]]
['c', [32998, 32999]]
['c', [33001, 33002]]
['c', [33082, 33083]]
['c', [33114, 33115]]
['c', [33118, 33119]]
['c', [33141, 33142]]
['c', [33186, 33187]]
['c', [33196, 33197]]
['c', [33207, 33208]]
['c', [33211, 33212]]
['c', [33235, 33236]]
['c', [33242, 33243]]
['c', [33282, 33283]]
['c', [33327, 33328]]
['c', [33352, 33353]]
['c', [33356, 33357]]
['c', [33375, 33376]]
['c', [33381, 33382]]
['c', [33386, 33387]]
['c', [33452, 33453]]
['c', [33455, 33456]]
['c', [33456, 33457]]
['c', [33493, 33494]]
['c', [33503, 33504]]
['c', [33539, 33540]]
['c', [33556, 33557]]
['c', [33588, 33589]]
['c', [33628, 33629]]
['c', [33658, 33659]]
['c', [33664, 33665]]
['c', [33693, 33694]]
['c', [33727, 33728]]
['c', [33838, 33839]]
['c', [33841, 33842]]
['c', [33842, 33843]]
['c', [33859, 33860]]
['c', [33869, 33870]]
['c', [33927, 33928]]
['c', [33987, 33988]]
['c', [33995, 33996]]
['c', [34000, 34001]]
['c', [34078, 34079]]
['c', [34082, 34083]]
['c', [34135, 34136]]
['c', [34158, 34159]]
['c', [34242, 34243]]
['c', [34278, 34279]]
['c', [34301, 34302]]
['c', [34311, 34312]]
['c', [34313, 34314]]
['c', [34325, 34326]]
['c', [34345, 34346]]
['c', [34426, 34427]]
['c', [34434, 34435]]
['c', [34483, 34484]]
['c', [34486, 34487]]
['c', [34487, 34488]]
['c', [34621, 34622]]
['c', [34630, 34631]]
['c', [34633, 34634]]
['c', [34634, 34635]]
['c', [34646, 34647]]
['c', [34647, 34648]]
['c', [34679, 34680]]
['c', [34705, 34706]]
['c', [34760, 34761]]
['c', [34772, 34773]]
['c', [34805, 34806]]
['c', [34829, 34830]]
['c', [34840, 34841]]
['c', [34841, 34842]]
['c', [34884, 34885]]
['c', [34887, 34888]]
['c', [34888, 34889]]
['c', [34916, 34917]]
['c', [34957, 34958]]
['c', [34970, 34971]]
['c', [34985, 34986]]
['c', [35016, 35017]]
['c', [35026, 35027]]
['c', [35045, 35046]]
['c', [35054, 35055]]
['c', [35060, 35061]]
['c', [35117, 35118]]
['c', [35132, 35133]]
['c', [35146, 35147]]
['c', [35172, 35173]]
['c', [35200, 35201]]
['c', [35239, 35240]]
['c', [35267, 35268]]
['c', [35373, 35374]]
['c', [35380, 35381]]
['c', [35400, 35401]]
['c', [35442, 35443]]
['c', [35450, 35451]]
['c', [35483, 35484]]
['c', [35500, 35501]]
['c', [35521, 35522]]
['c', [35569, 35570]]
['c', [35583, 35584]]
['c', [35593, 35594]]
['c', [35688, 35689]]
['c', [35770, 35771]]
['c', [35801, 35802]]
['c', [35810, 35811]]
['c', [35848, 35849]]
['c', [35868, 35869]]
['c', [35895, 35896]]
['c', [35918, 35919]]
['c', [35948, 35949]]
['c', [35953, 35954]]
['c', [36004, 36005]]
['c', [36043, 36044]]
['c', [36053, 36054]]
['c', [36058, 36059]]
['c', [36078, 36079]]
['c', [36091, 36092]]
['c', [36092, 36093]]
['c', [36102, 36103]]
['c', [36113, 36114]]
['c', [36138, 36139]]
['c', [36158, 36159]]
['c', [36188, 36189]]
['c', [36228, 36229]]
['c', [36261, 36262]]
['c', [36265, 36266]]
['c', [36280, 36281]]
['c', [36300, 36301]]
['c', [36330, 36331]]
['c', [36366, 36367]]
['c', [36372, 36373]]
['c', [36443, 36444]]
['c', [36444, 36445]]
['c', [36456, 36457]]
['c', [36567, 36568]]
['c', [36578, 36579]]
['c', [36579, 36580]]
['c', [36596, 36597]]
['c', [36607, 36608]]
['c', [36608, 36609]]
['c', [36622, 36623]]
['c', [36634, 36635]]
['c', [36645, 36646]]
['c', [36648, 36649]]
['c', [36684, 36685]]
['c', [36710, 36711]]
['c', [36715, 36716]]
['c', [36820, 36821]]
['c', [36830, 36831]]
['c', [36881, 36882]]
['c', [36889, 36890]]
['c', [36940, 36941]]
['c', [37004, 37005]]
['c', [37041, 37042]]
['c', [37106, 37107]]
['c', [37109, 37110]]
['c', [37122, 37123]]
['c', [37159, 37160]]
['c', [37176, 37177]]
['c', [37193, 37194]]
['c', [37212, 37213]]
['c', [37227, 37228]]
['c', [37231, 37232]]
['c', [37242, 37243]]
['c', [37313, 37314]]
['c', [37327, 37328]]
['c', [37364, 37365]]
['c', [37384, 37385]]
['c', [37411, 37412]]
['c', [37434, 37435]]
['c', [37464, 37465]]
['c', [37469, 37470]]
['c', [37520, 37521]]
['c', [37559, 37560]]
['c', [37569, 37570]]
['c', [37574, 37575]]
['c', [37594, 37595]]
['c', [37607, 37608]]
['c', [37608, 37609]]
['c', [37618, 37619]]
['c', [37629, 37630]]
['c', [37654, 37655]]
['c', [37674, 37675]]
['c', [37704, 37705]]
['c', [37744, 37745]]
['c', [37777, 37778]]
['c', [37781, 37782]]
['c', [37796, 37797]]
['c', [37816, 37817]]
['c', [37846, 37847]]
['c', [37882, 37883]]
['c', [37888, 37889]]
['c', [37959, 37960]]
['c', [37960, 37961]]
['c', [37972, 37973]]
['c', [38083, 38084]]
['c', [38094, 38095]]
['c', [38095, 38096]]
['c', [38112, 38113]]
['c', [38123, 38124]]
['c', [38124, 38125]]
['c', [38138, 38139]]
['c', [38150, 38151]]
['c', [38161, 38162]]
['c', [38164, 38165]]
['c', [38200, 38201]]
['c', [38226, 38227]]
['c', [38231, 38232]]
['c', [38336, 38337]]
['c', [38346, 38347]]
['c', [38397, 38398]]
['c', [38405, 38406]]
['c', [38456, 38457]]
['c', [38520, 38521]]
['c', [38557, 38558]]
['c', [38622, 38623]]
['c', [38625, 38626]]
['c', [38638, 38639]]
['c', [38675, 38676]]
['c', [38692, 38693]]
['c', [38709, 38710]]
['c', [38728, 38729]]
['c', [38743, 38744]]
['c', [38747, 38748]]
['c', [38758, 38759]]
['c', [38829, 38830]]
['c', [38843, 38844]]
['reactive', [857, 865]]
['reactive', [1626, 1634]]
['reactive', [1895, 1903]]
['reactive', [8421, 8429]]
['reactive', [9763, 9771]]
['reactive', [13013, 13021]]
['reactive', [14356, 14364]]
['reactive', [24718, 24726]]
['reactive', [33193, 33201]]
['protein', [1193, 1200]]
['protein', [8430, 8437]]
['protein', [9348, 9355]]
['protein', [9856, 9863]]
['protein', [13022, 13029]]
['protein', [13941, 13948]]
['protein', [14449, 14456]]
['protein', [26812, 26819]]
['protein', [35287, 35294]]
['cv2', [8491, 8494]]
['cv2', [13083, 13086]]
['inr', [8659, 8662]]
['inr', [13251, 13254]]
['brain', [375, 380]]
['brain', [1225, 1230]]
['brain', [1993, 1998]]
['brain', [6376, 6381]]
['brain', [8865, 8870]]
['brain', [9017, 9022]]
['brain', [9400, 9405]]
['brain', [10484, 10489]]
['brain', [10967, 10972]]
['brain', [13458, 13463]]
['brain', [13610, 13615]]
['brain', [13993, 13998]]
['brain', [15078, 15083]]
['brain', [20672, 20677]]
['brain', [21207, 21212]]
['brain', [29147, 29152]]
['brain', [29682, 29687]]
['brain', [35833, 35838]]
['brain', [36431, 36436]]
['brain', [37349, 37354]]
['brain', [37947, 37952]]
['regions', [7074, 7081]]
['regions', [8871, 8878]]
['regions', [9023, 9030]]
['regions', [10490, 10497]]
['regions', [11665, 11672]]
['regions', [13464, 13471]]
['regions', [13616, 13623]]
['regions', [15084, 15091]]
['regions', [16166, 16173]]
['regions', [17822, 17829]]
['regions', [19676, 19683]]
['regions', [25158, 25165]]
['regions', [28151, 28158]]
['regions', [33633, 33640]]
['regions', [36726, 36733]]
['regions', [38242, 38249]]
['brodmann\xe2\x80\x99s', [9070, 9082]]
['brodmann\xe2\x80\x99s', [9106, 9118]]
['brodmann\xe2\x80\x99s', [9148, 9160]]
['brodmann\xe2\x80\x99s', [9189, 9201]]
['brodmann\xe2\x80\x99s', [9236, 9248]]
['brodmann\xe2\x80\x99s', [9284, 9296]]
['brodmann\xe2\x80\x99s', [10070, 10082]]
['brodmann\xe2\x80\x99s', [13663, 13675]]
['brodmann\xe2\x80\x99s', [13699, 13711]]
['brodmann\xe2\x80\x99s', [13741, 13753]]
['brodmann\xe2\x80\x99s', [13782, 13794]]
['brodmann\xe2\x80\x99s', [13829, 13841]]
['brodmann\xe2\x80\x99s', [13877, 13889]]
['brodmann\xe2\x80\x99s', [14663, 14675]]
['brodmann\xe2\x80\x99s', [16525, 16537]]
['brodmann\xe2\x80\x99s', [16599, 16611]]
['brodmann\xe2\x80\x99s', [18181, 18193]]
['brodmann\xe2\x80\x99s', [18255, 18267]]
['brodmann\xe2\x80\x99s', [36948, 36960]]
['brodmann\xe2\x80\x99s', [38464, 38476]]
['area', [6996, 7000]]
['area', [7244, 7248]]
['area', [9083, 9087]]
['area', [9119, 9123]]
['area', [9161, 9165]]
['area', [9202, 9206]]
['area', [9249, 9253]]
['area', [9297, 9301]]
['area', [9700, 9704]]
['area', [10042, 10046]]
['area', [10083, 10087]]
['area', [11587, 11591]]
['area', [11835, 11839]]
['area', [13676, 13680]]
['area', [13712, 13716]]
['area', [13754, 13758]]
['area', [13795, 13799]]
['area', [13842, 13846]]
['area', [13890, 13894]]
['area', [14293, 14297]]
['area', [14635, 14639]]
['area', [14676, 14680]]
['area', [16538, 16542]]
['area', [16612, 16616]]
['area', [18194, 18198]]
['area', [18268, 18272]]
['area', [36437, 36441]]
['area', [36961, 36965]]
['area', [37953, 37957]]
['area', [38477, 38481]]
['17\xe2\x80\x9319', [9207, 9214]]
['17\xe2\x80\x9319', [13800, 13807]]
['18\xe2\x80\x9319', [9254, 9261]]
['18\xe2\x80\x9319', [13847, 13854]]
['head\\.', [9327, 9333]]
['head\\.', [10597, 10603]]
['head\\.', [13920, 13926]]
['head\\.', [15191, 15197]]
['abnormal', [267, 275]]
['abnormal', [601, 609]]
['abnormal', [949, 957]]
['abnormal', [1477, 1485]]
['abnormal', [2868, 2876]]
['abnormal', [3438, 3446]]
['abnormal', [5158, 5166]]
['abnormal', [9333, 9341]]
['abnormal', [10387, 10395]]
['abnormal', [10424, 10432]]
['abnormal', [13926, 13934]]
['abnormal', [14981, 14989]]
['abnormal', [15018, 15026]]
['abnormal', [15843, 15851]]
['abnormal', [17499, 17507]]
['abnormal', [19331, 19339]]
['abnormal', [19409, 19417]]
['abnormal', [19766, 19774]]
['abnormal', [21269, 21277]]
['abnormal', [22771, 22779]]
['abnormal', [24948, 24956]]
['abnormal', [25280, 25288]]
['abnormal', [25713, 25721]]
['abnormal', [26035, 26043]]
['abnormal', [26708, 26716]]
['abnormal', [27257, 27265]]
['abnormal', [27806, 27814]]
['abnormal', [27884, 27892]]
['abnormal', [28241, 28249]]
['abnormal', [29744, 29752]]
['abnormal', [31246, 31254]]
['abnormal', [33423, 33431]]
['abnormal', [33755, 33763]]
['abnormal', [34188, 34196]]
['abnormal', [34510, 34518]]
['abnormal', [35183, 35191]]
['abnormal', [35732, 35740]]
['protease', [9357, 9365]]
['protease', [13950, 13958]]
['k', [62, 63]]
['k', [183, 184]]
['k', [387, 388]]
['k', [1066, 1067]]
['k', [1407, 1408]]
['k', [2886, 2887]]
['k', [3111, 3112]]
['k', [3209, 3210]]
['k', [3806, 3807]]
['k', [4434, 4435]]
['k', [4523, 4524]]
['k', [4831, 4832]]
['k', [4929, 4930]]
['k', [5526, 5527]]
['k', [6154, 6155]]
['k', [6243, 6244]]
['k', [7337, 7338]]
['k', [7619, 7620]]
['k', [7666, 7667]]
['k', [7714, 7715]]
['k', [9366, 9367]]
['k', [9484, 9485]]
['k', [9908, 9909]]
['k', [10245, 10246]]
['k', [10813, 10814]]
['k', [11928, 11929]]
['k', [12210, 12211]]
['k', [12258, 12259]]
['k', [12306, 12307]]
['k', [13959, 13960]]
['k', [14077, 14078]]
['k', [14501, 14502]]
['k', [14839, 14840]]
['k', [15408, 15409]]
['k', [17010, 17011]]
['k', [17093, 17094]]
['k', [17174, 17175]]
['k', [18666, 18667]]
['k', [18749, 18750]]
['k', [18830, 18831]]
['k', [21727, 21728]]
['k', [22003, 22004]]
['k', [22378, 22379]]
['k', [22412, 22413]]
['k', [23578, 23579]]
['k', [23773, 23774]]
['k', [23794, 23795]]
['k', [24399, 24400]]
['k', [24590, 24591]]
['k', [25070, 25071]]
['k', [25563, 25564]]
['k', [26128, 26129]]
['k', [26446, 26447]]
['k', [30202, 30203]]
['k', [30478, 30479]]
['k', [30853, 30854]]
['k', [30887, 30888]]
['k', [32053, 32054]]
['k', [32248, 32249]]
['k', [32269, 32270]]
['k', [32874, 32875]]
['k', [33065, 33066]]
['k', [33545, 33546]]
['k', [34038, 34039]]
['k', [34603, 34604]]
['k', [34921, 34922]]
['k', [37100, 37101]]
['k', [38616, 38617]]
['score', [785, 790]]
['score', [3864, 3869]]
['score', [3901, 3906]]
['score', [5584, 5589]]
['score', [5621, 5626]]
['score', [9752, 9757]]
['score', [10874, 10879]]
['score', [14345, 14350]]
['score', [15469, 15474]]
['17', [9207, 9209]]
['17', [9758, 9760]]
['17', [13800, 13802]]
['17', [14351, 14353]]
['17', [36504, 36506]]
['17', [38020, 38022]]
['glial', [9832, 9837]]
['glial', [14425, 14430]]
['fibrillary', [9838, 9848]]
['fibrillary', [14431, 14441]]
['acidic', [9849, 9855]]
['acidic', [14442, 14448]]
['gfap', [9865, 9869]]
['gfap', [14458, 14462]]
['gfap', [37077, 37081]]
['gfap', [38593, 38597]]
['bilateral', [4347, 4356]]
['bilateral', [4404, 4413]]
['bilateral', [6067, 6076]]
['bilateral', [6124, 6133]]
['bilateral', [9040, 9049]]
['bilateral', [10474, 10483]]
['bilateral', [13633, 13642]]
['bilateral', [15068, 15077]]
['sas\\/stat\\\xc2\\\xae', [10903, 10916]]
['sas\\/stat\\\xc2\\\xae', [15498, 15511]]
['version', [6788, 6795]]
['version', [10112, 10119]]
['version', [10914, 10921]]
['version', [11379, 11386]]
['version', [14705, 14712]]
['version', [15509, 15516]]
['9\\.1', [10922, 10926]]
['9\\.1', [15517, 15521]]
['figure', [6969, 6975]]
['figure', [11560, 11566]]
['figure', [16413, 16419]]
['figure', [16425, 16431]]
['figure', [16701, 16707]]
['figure', [18069, 18075]]
['figure', [18081, 18087]]
['figure', [18357, 18363]]
['figure', [23019, 23025]]
['figure', [31494, 31500]]
['figure', [35816, 35822]]
['figure', [35824, 35830]]
['figure', [36142, 36148]]
['figure', [36381, 36387]]
['figure', [36390, 36396]]
['figure', [36661, 36667]]
['figure', [36873, 36879]]
['figure', [37167, 37173]]
['figure', [37332, 37338]]
['figure', [37340, 37346]]
['figure', [37658, 37664]]
['figure', [37897, 37903]]
['figure', [37906, 37912]]
['figure', [38177, 38183]]
['figure', [38389, 38395]]
['figure', [38683, 38689]]
['3', [891, 892]]
['3', [1455, 1456]]
['3', [2342, 2343]]
['3', [6564, 6565]]
['3', [8393, 8394]]
['3', [8638, 8639]]
['3', [9465, 9466]]
['3', [11155, 11156]]
['3', [12985, 12986]]
['3', [13230, 13231]]
['3', [14058, 14059]]
['3', [16432, 16433]]
['3', [16708, 16709]]
['3', [17196, 17197]]
['3', [18088, 18089]]
['3', [18364, 18365]]
['3', [18852, 18853]]
['3', [19157, 19158]]
['3', [19327, 19328]]
['3', [19465, 19466]]
['3', [19639, 19640]]
['3', [21628, 21629]]
['3', [21657, 21658]]
['3', [22267, 22268]]
['3', [22436, 22437]]
['3', [22548, 22549]]
['3', [22785, 22786]]
['3', [22915, 22916]]
['3', [22920, 22921]]
['3', [22921, 22922]]
['3', [23030, 23031]]
['3', [23035, 23036]]
['3', [23120, 23121]]
['3', [23125, 23126]]
['3', [23301, 23302]]
['3', [23306, 23307]]
['3', [23506, 23507]]
['3', [23511, 23512]]
['3', [23514, 23515]]
['3', [23885, 23886]]
['3', [24168, 24169]]
['3', [24657, 24658]]
['3', [25809, 25810]]
['3', [27632, 27633]]
['3', [27802, 27803]]
['3', [27940, 27941]]
['3', [28114, 28115]]
['3', [30103, 30104]]
['3', [30132, 30133]]
['3', [30742, 30743]]
['3', [30911, 30912]]
['3', [31023, 31024]]
['3', [31260, 31261]]
['3', [31390, 31391]]
['3', [31395, 31396]]
['3', [31396, 31397]]
['3', [31505, 31506]]
['3', [31510, 31511]]
['3', [31595, 31596]]
['3', [31600, 31601]]
['3', [31776, 31777]]
['3', [31781, 31782]]
['3', [31981, 31982]]
['3', [31986, 31987]]
['3', [31989, 31990]]
['3', [32360, 32361]]
['3', [32643, 32644]]
['3', [33132, 33133]]
['3', [34284, 34285]]
['3', [36338, 36339]]
['3', [36388, 36389]]
['3', [36397, 36398]]
['3', [36668, 36669]]
['3', [36880, 36881]]
['3', [37854, 37855]]
['3', [37904, 37905]]
['3', [37913, 37914]]
['3', [38184, 38185]]
['3', [38396, 38397]]
['thalamus', [19318, 19326]]
['thalamus', [27793, 27801]]
['water', [19966, 19971]]
['water', [20006, 20011]]
['water', [20053, 20058]]
['water', [20193, 20198]]
['water', [20238, 20243]]
['water', [20537, 20542]]
['water', [20634, 20639]]
['water', [23249, 23254]]
['water', [24797, 24802]]
['water', [25136, 25141]]
['water', [26468, 26473]]
['water', [26632, 26637]]
['water', [26676, 26681]]
['water', [26717, 26722]]
['water', [26756, 26761]]
['water', [26997, 27002]]
['water', [27074, 27079]]
['water', [27135, 27140]]
['water', [28441, 28446]]
['water', [28481, 28486]]
['water', [28528, 28533]]
['water', [28668, 28673]]
['water', [28713, 28718]]
['water', [29012, 29017]]
['water', [29109, 29114]]
['water', [31724, 31729]]
['water', [33272, 33277]]
['water', [33611, 33616]]
['water', [34943, 34948]]
['water', [35107, 35112]]
['water', [35151, 35156]]
['water', [35192, 35197]]
['water', [35231, 35236]]
['water', [35472, 35477]]
['water', [35549, 35554]]
['water', [35610, 35615]]
['molecules', [19972, 19981]]
['molecules', [20012, 20021]]
['molecules', [24803, 24812]]
['molecules', [26638, 26647]]
['molecules', [28447, 28456]]
['molecules', [28487, 28496]]
['molecules', [33278, 33287]]
['molecules', [35113, 35122]]
['adc', [7184, 7187]]
['adc', [11775, 11778]]
['adc', [20595, 20598]]
['adc', [20605, 20608]]
['adc', [20683, 20686]]
['adc', [22084, 22087]]
['adc', [23876, 23879]]
['adc', [24118, 24121]]
['adc', [24360, 24363]]
['adc', [29070, 29073]]
['adc', [29080, 29083]]
['adc', [29158, 29161]]
['adc', [30559, 30562]]
['adc', [32351, 32354]]
['adc', [32593, 32596]]
['adc', [32835, 32838]]
['deposition', [16340, 16350]]
['deposition', [16883, 16893]]
['deposition', [17069, 17079]]
['deposition', [17996, 18006]]
['deposition', [18539, 18549]]
['deposition', [18725, 18735]]
['deposition', [21316, 21326]]
['deposition', [21673, 21683]]
['deposition', [21924, 21934]]
['deposition', [29791, 29801]]
['deposition', [30148, 30158]]
['deposition', [30399, 30409]]
['10', [2334, 2336]]
['10', [3916, 3918]]
['10', [5636, 5638]]
['10', [21684, 21686]]
['10', [23940, 23942]]
['10', [26023, 26025]]
['10', [30159, 30161]]
['10', [32415, 32417]]
['10', [34498, 34500]]
['performed', [2479, 2488]]
['performed', [7649, 7658]]
['performed', [7819, 7828]]
['performed', [8879, 8888]]
['performed', [12241, 12250]]
['performed', [12411, 12420]]
['performed', [13472, 13481]]
['performed', [21710, 21719]]
['performed', [22255, 22264]]
['performed', [30185, 30194]]
['performed', [30730, 30739]]
['six', [21720, 21723]]
['six', [30195, 30198]]
['weeks', [7663, 7668]]
['weeks', [12255, 12260]]
['weeks', [21724, 21729]]
['weeks', [22000, 22005]]
['weeks', [25560, 25565]]
['weeks', [30199, 30204]]
['weeks', [30475, 30480]]
['weeks', [34035, 34040]]
['30', [22436, 22438]]
['30', [23301, 23303]]
['30', [30911, 30913]]
['30', [31776, 31778]]
['astrocytes', [24706, 24716]]
['astrocytes', [33181, 33191]]
['prpc', [26438, 26442]]
['prpc', [26567, 26571]]
['prpc', [34913, 34917]]
['prpc', [35042, 35046]]
['cd68', [36228, 36232]]
['cd68', [37744, 37748]]
['using', [9455, 9460]]
['using', [10095, 10100]]
['using', [10897, 10902]]
['using', [14048, 14053]]
['using', [14688, 14693]]
['using', [15492, 15497]]
['using', [24227, 24232]]
['using', [26659, 26664]]
['using', [32702, 32707]]
['using', [35134, 35139]]
['using', [36332, 36337]]
['using', [36734, 36739]]
['using', [36973, 36978]]
['using', [37848, 37853]]
['using', [38250, 38255]]
['using', [38489, 38494]]
['3f4', [9465, 9468]]
['3f4', [14058, 14061]]
['3f4', [36338, 36341]]
['3f4', [37854, 37857]]
['cortical', [6494, 6502]]
['cortical', [6698, 6706]]
['cortical', [6831, 6839]]
['cortical', [6873, 6881]]
['cortical', [7005, 7013]]
['cortical', [7405, 7413]]
['cortical', [11085, 11093]]
['cortical', [11289, 11297]]
['cortical', [11422, 11430]]
['cortical', [11464, 11472]]
['cortical', [11596, 11604]]
['cortical', [11996, 12004]]
['cortical', [16679, 16687]]
['cortical', [18335, 18343]]
['cortical', [19240, 19248]]
['cortical', [19393, 19401]]
['cortical', [22888, 22896]]
['cortical', [27715, 27723]]
['cortical', [27868, 27876]]
['cortical', [31363, 31371]]
['cortical', [35948, 35956]]
['cortical', [36710, 36718]]
['cortical', [37464, 37472]]
['cortical', [38226, 38234]]
['layers', [22897, 22903]]
['layers', [22996, 23002]]
['layers', [31372, 31378]]
['layers', [31471, 31477]]
['layers', [36719, 36725]]
['layers', [38235, 38241]]
['bars', [36843, 36847]]
['bars', [37127, 37131]]
['bars', [38359, 38363]]
['bars', [38643, 38647]]
['tn', [37058, 37060]]
['tn', [38574, 38576]]
['pathological', [25, 37]]
['pathological', [233, 245]]
['pathological', [486, 498]]
['pathological', [563, 575]]
['pathological', [686, 698]]
['pathological', [1795, 1807]]
['pathological', [2215, 2227]]
['pathological', [2567, 2579]]
['pathological', [2890, 2902]]
['pathological', [16180, 16192]]
['pathological', [16841, 16853]]
['pathological', [17836, 17848]]
['pathological', [18497, 18509]]
['pathological', [21011, 21023]]
['pathological', [21173, 21185]]
['pathological', [21233, 21245]]
['pathological', [24408, 24420]]
['pathological', [29486, 29498]]
['pathological', [29648, 29660]]
['pathological', [29708, 29720]]
['pathological', [32883, 32895]]
['feature', [48, 55]]
['feature', [306, 313]]
['feature', [996, 1003]]
['highly sensitive', [120, 136]]
['specific', [141, 149]]
['specific', [549, 557]]
['specific', [1351, 1359]]
['specific', [19133, 19141]]
['specific', [27608, 27616]]
['test', [150, 154]]
['test', [4437, 4441]]
['test', [4585, 4589]]
['test', [6157, 6161]]
['test', [6305, 6309]]
['test', [16110, 16114]]
['test', [17766, 17770]]
['diagnosis', [159, 168]]
['diagnosis', [1371, 1380]]
['diagnosis', [1433, 1442]]
['diagnosis', [18947, 18956]]
['diagnosis', [19023, 19032]]
['diagnosis', [27422, 27431]]
['diagnosis', [27498, 27507]]
['sporadic', [172, 180]]
['sporadic', [1384, 1392]]
['scjd', [208, 212]]
['scjd', [365, 369]]
['scjd', [544, 548]]
['scjd', [1398, 1402]]
['scjd', [1552, 1556]]
['scjd', [2042, 2046]]
['scjd', [2446, 2450]]
['scjd', [2914, 2918]]
['scjd', [6547, 6551]]
['scjd', [11138, 11142]]
['scjd', [16204, 16208]]
['scjd', [17860, 17864]]
['scjd', [19185, 19189]]
['scjd', [23071, 23075]]
['scjd', [23565, 23569]]
['scjd', [24433, 24437]]
['scjd', [27660, 27664]]
['scjd', [31546, 31550]]
['scjd', [32040, 32044]]
['scjd', [32908, 32912]]
['neuropathology', [1534, 1548]]
['origin', [246, 252]]
['origin', [27236, 27242]]
['origin', [35711, 35717]]
['signal', [260, 266]]
['signal', [1490, 1496]]
['signal', [2861, 2867]]
['signal', [15852, 15858]]
['signal', [17508, 17514]]
['signal', [19402, 19408]]
['signal', [19515, 19521]]
['signal', [19759, 19765]]
['signal', [21282, 21288]]
['signal', [26028, 26034]]
['signal', [27250, 27256]]
['signal', [27877, 27883]]
['signal', [27990, 27996]]
['signal', [28234, 28240]]
['signal', [29757, 29763]]
['signal', [34503, 34509]]
['signal', [35725, 35731]]
['abnormalities', [267, 280]]
['abnormalities', [601, 614]]
['abnormalities', [949, 962]]
['abnormalities', [2868, 2881]]
['abnormalities', [19409, 19422]]
['abnormalities', [19766, 19779]]
['abnormalities', [22771, 22784]]
