genia tagger: 9797['type', [4, 8]]
['tnf', [66753, 66756]]
['tnf', [66769, 66772]]
['tnf', [66811, 66814]]
['tnf', [66840, 66843]]
['tnf', [66869, 66872]]
['tnf', [66895, 66898]]
['tnf', [66923, 66926]]
['tnf', [66985, 66988]]
['tnf', [67066, 67069]]
['tnf', [67307, 67310]]
['tnf', [67360, 67363]]
['tnf', [67370, 67373]]
['tnf', [67384, 67387]]
['tnf', [67459, 67462]]
['tnf', [67853, 67856]]
['tnf', [68060, 68063]]
['tnf', [68412, 68415]]
['tnf', [68469, 68472]]
['tnf', [68485, 68488]]
['tnf', [68527, 68530]]
['tnf', [68556, 68559]]
['tnf', [68585, 68588]]
['tnf', [68611, 68614]]
['tnf', [68639, 68642]]
['tnf', [68701, 68704]]
['tnf', [68782, 68785]]
['receptor', [15, 23]]
['receptor', [382, 390]]
['receptor', [2665, 2673]]
['receptor', [2696, 2704]]
['receptor', [19778, 19786]]
['receptor', [19863, 19871]]
['receptor', [20387, 20395]]
['receptor', [26298, 26306]]
['receptor', [26383, 26391]]
['receptor', [26907, 26915]]
['receptor', [32810, 32818]]
['receptor', [32895, 32903]]
['receptor', [33419, 33427]]
['receptor', [36021, 36029]]
['receptor', [36106, 36114]]
['receptor', [36630, 36638]]
['receptor', [45374, 45382]]
['receptor', [53960, 53968]]
['receptor', [55539, 55547]]
['receptor', [64125, 64133]]
['fan', [60, 63]]
['fan', [503, 506]]
['fan', [594, 597]]
['fan', [724, 727]]
['fan', [970, 973]]
['fan', [1346, 1349]]
['fan', [1396, 1399]]
['fan', [1617, 1620]]
['fan', [3560, 3563]]
['fan', [3598, 3601]]
['fan', [3718, 3721]]
['fan', [3764, 3767]]
['fan', [3874, 3877]]
['fan', [4130, 4133]]
['fan', [4240, 4243]]
['fan', [4522, 4525]]
['fan', [4628, 4631]]
['fan', [4818, 4821]]
['fan', [4919, 4922]]
['fan', [5034, 5037]]
['fan', [5098, 5101]]
['fan', [5173, 5176]]
['fan', [5394, 5397]]
['fan', [5842, 5845]]
['fan', [6043, 6046]]
['fan', [6247, 6250]]
['fan', [6624, 6627]]
['fan', [6674, 6677]]
['fan', [6896, 6899]]
['fan', [7618, 7621]]
['fan', [7633, 7636]]
['fan', [7689, 7692]]
['fan', [7791, 7794]]
['fan', [12515, 12518]]
['fan', [12526, 12529]]
['fan', [12767, 12770]]
['fan', [12778, 12781]]
['fan', [13680, 13683]]
['fan', [13695, 13698]]
['fan', [13751, 13754]]
['fan', [13853, 13856]]
['fan', [18582, 18585]]
['fan', [18593, 18596]]
['fan', [18834, 18837]]
['fan', [18845, 18848]]
['fan', [22412, 22415]]
['fan', [22645, 22648]]
['fan', [22762, 22765]]
['fan', [23037, 23040]]
['fan', [23048, 23051]]
['fan', [23364, 23367]]
['fan', [23375, 23378]]
['fan', [23464, 23467]]
['fan', [23851, 23854]]
['fan', [24225, 24228]]
['fan', [24271, 24274]]
['fan', [24663, 24666]]
['fan', [24694, 24697]]
['fan', [24705, 24708]]
['fan', [24779, 24782]]
['fan', [25070, 25073]]
['fan', [25388, 25391]]
['fan', [25489, 25492]]
['fan', [28932, 28935]]
['fan', [29165, 29168]]
['fan', [29282, 29285]]
['fan', [29557, 29560]]
['fan', [29568, 29571]]
['fan', [29884, 29887]]
['fan', [29895, 29898]]
['fan', [29984, 29987]]
['fan', [30371, 30374]]
['fan', [30745, 30748]]
['fan', [30791, 30794]]
['fan', [31183, 31186]]
['fan', [31214, 31217]]
['fan', [31225, 31228]]
['fan', [31299, 31302]]
['fan', [31590, 31593]]
['fan', [31908, 31911]]
['fan', [32009, 32012]]
['fan', [38656, 38659]]
['fan', [38889, 38892]]
['fan', [39006, 39009]]
['fan', [39281, 39284]]
['fan', [39292, 39295]]
['fan', [39608, 39611]]
['fan', [39619, 39622]]
['fan', [39708, 39711]]
['fan', [40095, 40098]]
['fan', [40469, 40472]]
['fan', [40515, 40518]]
['fan', [40907, 40910]]
['fan', [40938, 40941]]
['fan', [40949, 40952]]
['fan', [41023, 41026]]
['fan', [41314, 41317]]
['fan', [41632, 41635]]
['fan', [41733, 41736]]
['fan', [41958, 41961]]
['fan', [42191, 42194]]
['fan', [42308, 42311]]
['fan', [42583, 42586]]
['fan', [42594, 42597]]
['fan', [42910, 42913]]
['fan', [42921, 42924]]
['fan', [43010, 43013]]
['fan', [43397, 43400]]
['fan', [43771, 43774]]
['fan', [43817, 43820]]
['fan', [44209, 44212]]
['fan', [44240, 44243]]
['fan', [44251, 44254]]
['fan', [44325, 44328]]
['fan', [44616, 44619]]
['fan', [44934, 44937]]
['fan', [45035, 45038]]
['fan', [46279, 46282]]
['fan', [46424, 46427]]
['fan', [46492, 46495]]
['fan', [50400, 50403]]
['fan', [50814, 50817]]
['fan', [51042, 51045]]
['fan', [51096, 51099]]
['fan', [51296, 51299]]
['fan', [52594, 52597]]
['fan', [55341, 55344]]
['fan', [56444, 56447]]
['fan', [56589, 56592]]
['fan', [56657, 56660]]
['fan', [60565, 60568]]
['fan', [60979, 60982]]
['fan', [61207, 61210]]
['fan', [61261, 61264]]
['fan', [61461, 61464]]
['fan', [62759, 62762]]
['fan', [65506, 65509]]
['fan', [66170, 66173]]
['fan', [66238, 66241]]
['fan', [66259, 66262]]
['fan', [66716, 66719]]
['fan', [66956, 66959]]
['fan', [66960, 66963]]
['fan', [67041, 67044]]
['fan', [67886, 67889]]
['fan', [67954, 67957]]
['fan', [67975, 67978]]
['fan', [68432, 68435]]
['fan', [68672, 68675]]
['fan', [68676, 68679]]
['fan', [68757, 68760]]
['pro-inflammatory', [163, 179]]
['pro-inflammatory', [51555, 51571]]
['pro-inflammatory', [52156, 52172]]
['pro-inflammatory', [61720, 61736]]
['pro-inflammatory', [62321, 62337]]
['cytokine', [180, 188]]
['cytokine', [2026, 2034]]
['cytokine', [2273, 2281]]
['cytokine', [19944, 19952]]
['cytokine', [26464, 26472]]
['cytokine', [32976, 32984]]
['cytokine', [36187, 36195]]
['cytokine', [51572, 51580]]
['cytokine', [51678, 51686]]
['cytokine', [51953, 51961]]
['cytokine', [52004, 52012]]
['cytokine', [52173, 52181]]
['cytokine', [54435, 54443]]
['cytokine', [55016, 55024]]
['cytokine', [61737, 61745]]
['cytokine', [61843, 61851]]
['cytokine', [62118, 62126]]
['cytokine', [62169, 62177]]
['cytokine', [62338, 62346]]
['cytokine', [64600, 64608]]
['cytokine', [65181, 65189]]
['tumor', [189, 194]]
['tumor', [2469, 2474]]
['necrosis', [195, 203]]
['necrosis', [2475, 2483]]
['factor', [204, 210]]
['factor', [508, 514]]
['factor', [2484, 2490]]
['factor', [3565, 3571]]
['factor', [12126, 12132]]
['factor', [12609, 12615]]
['factor', [12665, 12671]]
['factor', [12861, 12867]]
['factor', [18193, 18199]]
['factor', [18676, 18682]]
['factor', [18732, 18738]]
['factor', [18928, 18934]]
['factor', [22987, 22993]]
['factor', [29507, 29513]]
['factor', [39231, 39237]]
['factor', [42533, 42539]]
['alpha', [211, 216]]
['alpha', [2491, 2496]]
['tnf-r1', [399, 405]]
['tnf-r1', [480, 486]]
['tnf-r1', [708, 714]]
['tnf-r1', [812, 818]]
['tnf-r1', [950, 956]]
['tnf-r1', [1122, 1128]]
['tnf-r1', [1410, 1416]]
['tnf-r1', [1581, 1587]]
['tnf-r1', [2726, 2732]]
['tnf-r1', [2802, 2808]]
['tnf-r1', [3510, 3516]]
['tnf-r1', [3635, 3641]]
['tnf-r1', [4192, 4198]]
['tnf-r1', [4434, 4440]]
['tnf-r1', [5360, 5366]]
['tnf-r1', [5542, 5548]]
['tnf-r1', [5587, 5593]]
['tnf-r1', [5906, 5912]]
['tnf-r1', [6089, 6095]]
['tnf-r1', [6227, 6233]]
['tnf-r1', [6400, 6406]]
['tnf-r1', [6688, 6694]]
['tnf-r1', [6860, 6866]]
['tnf-r1', [7045, 7051]]
['tnf-r1', [7484, 7490]]
['tnf-r1', [12488, 12494]]
['tnf-r1', [13107, 13113]]
['tnf-r1', [13546, 13552]]
['tnf-r1', [18555, 18561]]
['tnf-r1', [19124, 19130]]
['tnf-r1', [19298, 19304]]
['tnf-r1', [20848, 20854]]
['tnf-r1', [21135, 21141]]
['tnf-r1', [21563, 21569]]
['tnf-r1', [21673, 21679]]
['tnf-r1', [22120, 22126]]
['tnf-r1', [22244, 22250]]
['tnf-r1', [22379, 22385]]
['tnf-r1', [22600, 22606]]
['tnf-r1', [25644, 25650]]
['tnf-r1', [25818, 25824]]
['tnf-r1', [27368, 27374]]
['tnf-r1', [27655, 27661]]
['tnf-r1', [28083, 28089]]
['tnf-r1', [28193, 28199]]
['tnf-r1', [28640, 28646]]
['tnf-r1', [28764, 28770]]
['tnf-r1', [28899, 28905]]
['tnf-r1', [29120, 29126]]
['tnf-r1', [32156, 32162]]
['tnf-r1', [32330, 32336]]
['tnf-r1', [33880, 33886]]
['tnf-r1', [34167, 34173]]
['tnf-r1', [34595, 34601]]
['tnf-r1', [34705, 34711]]
['tnf-r1', [35152, 35158]]
['tnf-r1', [35276, 35282]]
['tnf-r1', [35367, 35373]]
['tnf-r1', [35541, 35547]]
['tnf-r1', [37091, 37097]]
['tnf-r1', [37378, 37384]]
['tnf-r1', [37806, 37812]]
['tnf-r1', [37916, 37922]]
['tnf-r1', [38363, 38369]]
['tnf-r1', [38487, 38493]]
['tnf-r1', [38623, 38629]]
['tnf-r1', [38844, 38850]]
['tnf-r1', [41925, 41931]]
['tnf-r1', [42146, 42152]]
['tnf-r1', [45472, 45478]]
['tnf-r1', [45867, 45873]]
['tnf-r1', [46016, 46022]]
['tnf-r1', [46254, 46260]]
['tnf-r1', [46474, 46480]]
['tnf-r1', [46978, 46984]]
['tnf-r1', [47648, 47654]]
['tnf-r1', [48605, 48611]]
['tnf-r1', [48760, 48766]]
['tnf-r1', [48820, 48826]]
['tnf-r1', [49464, 49470]]
['tnf-r1', [49630, 49636]]
['tnf-r1', [49812, 49818]]
['tnf-r1', [49931, 49937]]
['tnf-r1', [50043, 50049]]
['tnf-r1', [50796, 50802]]
['tnf-r1', [52552, 52558]]
['tnf-r1', [54009, 54015]]
['tnf-r1', [55273, 55279]]
['tnf-r1', [55637, 55643]]
['tnf-r1', [56032, 56038]]
['tnf-r1', [56181, 56187]]
['tnf-r1', [56419, 56425]]
['tnf-r1', [56639, 56645]]
['tnf-r1', [57143, 57149]]
['tnf-r1', [57813, 57819]]
['tnf-r1', [58770, 58776]]
['tnf-r1', [58925, 58931]]
['tnf-r1', [58985, 58991]]
['tnf-r1', [59629, 59635]]
['tnf-r1', [59795, 59801]]
['tnf-r1', [59977, 59983]]
['tnf-r1', [60096, 60102]]
['tnf-r1', [60208, 60214]]
['tnf-r1', [60961, 60967]]
['tnf-r1', [62717, 62723]]
['tnf-r1', [64174, 64180]]
['tnf-r1', [65438, 65444]]
['tnf-r1', [65591, 65597]]
['tnf-r1', [65654, 65660]]
['tnf-r1', [66840, 66846]]
['tnf-r1', [67307, 67313]]
['tnf-r1', [67370, 67376]]
['tnf-r1', [68556, 68562]]
['tnf-r2', [419, 425]]
['tnf-r2', [959, 965]]
['tnf-r2', [1223, 1229]]
['tnf-r2', [2737, 2743]]
['tnf-r2', [5552, 5558]]
['tnf-r2', [5922, 5928]]
['tnf-r2', [6236, 6242]]
['tnf-r2', [6501, 6507]]
['tnf-r2', [7100, 7106]]
['tnf-r2', [7497, 7503]]
['tnf-r2', [12502, 12508]]
['tnf-r2', [12754, 12760]]
['tnf-r2', [13162, 13168]]
['tnf-r2', [13559, 13565]]
['tnf-r2', [18569, 18575]]
['tnf-r2', [18821, 18827]]
['tnf-r2', [19312, 19318]]
['tnf-r2', [20545, 20551]]
['tnf-r2', [20788, 20794]]
['tnf-r2', [21149, 21155]]
['tnf-r2', [22260, 22266]]
['tnf-r2', [25832, 25838]]
['tnf-r2', [27065, 27071]]
['tnf-r2', [27308, 27314]]
['tnf-r2', [27669, 27675]]
['tnf-r2', [28780, 28786]]
['tnf-r2', [32344, 32350]]
['tnf-r2', [33577, 33583]]
['tnf-r2', [33820, 33826]]
['tnf-r2', [34181, 34187]]
['tnf-r2', [35292, 35298]]
['tnf-r2', [35555, 35561]]
['tnf-r2', [36788, 36794]]
['tnf-r2', [37031, 37037]]
['tnf-r2', [37392, 37398]]
['tnf-r2', [38503, 38509]]
['tnf-r2', [45488, 45494]]
['tnf-r2', [45647, 45653]]
['tnf-r2', [46051, 46057]]
['tnf-r2', [46167, 46173]]
['tnf-r2', [47037, 47043]]
['tnf-r2', [48638, 48644]]
['tnf-r2', [48830, 48836]]
['tnf-r2', [49008, 49014]]
['tnf-r2', [49149, 49155]]
['tnf-r2', [49344, 49350]]
['tnf-r2', [55653, 55659]]
['tnf-r2', [55812, 55818]]
['tnf-r2', [56216, 56222]]
['tnf-r2', [56332, 56338]]
['tnf-r2', [57202, 57208]]
['tnf-r2', [58803, 58809]]
['tnf-r2', [58995, 59001]]
['tnf-r2', [59173, 59179]]
['tnf-r2', [59314, 59320]]
['tnf-r2', [59509, 59515]]
['tnf-r2', [65668, 65674]]
['tnf-r2', [66895, 66901]]
['tnf-r2', [67384, 67390]]
['tnf-r2', [68611, 68617]]
['neutral', [443, 450]]
['neutral', [531, 538]]
['neutral', [2919, 2926]]
['neutral', [3300, 3307]]
['sphingomyelinase', [451, 467]]
['sphingomyelinase', [539, 555]]
['sphingomyelinase', [2927, 2943]]
['sphingomyelinase', [50570, 50586]]
['sphingomyelinase', [60735, 60751]]
['adapter', [43, 50]]
['adapter', [487, 494]]
['adapter', [3544, 3551]]
['adapter', [6027, 6034]]
['adapter', [66178, 66185]]
['adapter', [67894, 67901]]
['protein', [51, 58]]
['protein', [495, 502]]
['protein', [1609, 1616]]
['protein', [3487, 3494]]
['protein', [3552, 3559]]
['protein', [4244, 4251]]
['protein', [6035, 6042]]
['protein', [6888, 6895]]
['protein', [50671, 50678]]
['protein', [51288, 51295]]
['protein', [52586, 52593]]
['protein', [55333, 55340]]
['protein', [60836, 60843]]
['protein', [61453, 61460]]
['protein', [62751, 62758]]
['protein', [65498, 65505]]
['brain', [236, 241]]
['brain', [605, 610]]
['brain', [806, 811]]
['brain', [4001, 4006]]
['brain', [5724, 5729]]
['brain', [5987, 5992]]
['brain', [6083, 6088]]
['brain', [9687, 9692]]
['brain', [15751, 15756]]
['brain', [20083, 20088]]
['brain', [20164, 20169]]
['brain', [20403, 20408]]
['brain', [25628, 25633]]
['brain', [26603, 26608]]
['brain', [26684, 26689]]
['brain', [26923, 26928]]
['brain', [32148, 32153]]
['brain', [33115, 33120]]
['brain', [33196, 33201]]
['brain', [33435, 33440]]
['brain', [36326, 36331]]
['brain', [36407, 36412]]
['brain', [36646, 36651]]
['brain', [41872, 41877]]
['brain', [45174, 45179]]
['brain', [45946, 45951]]
['brain', [46571, 46576]]
['brain', [46635, 46640]]
['brain', [47855, 47860]]
['brain', [48334, 48339]]
['brain', [49644, 49649]]
['brain', [51732, 51737]]
['brain', [52546, 52551]]
['brain', [53507, 53512]]
['brain', [55057, 55062]]
['brain', [56111, 56116]]
['brain', [56736, 56741]]
['brain', [56800, 56805]]
['brain', [58020, 58025]]
['brain', [58499, 58504]]
['brain', [59809, 59814]]
['brain', [61897, 61902]]
['brain', [62711, 62716]]
['brain', [63672, 63677]]
['brain', [65222, 65227]]
['tnf-r1-', [950, 957]]
['tnf-r1-', [1122, 1129]]
['tnf-r1-', [6227, 6234]]
['tnf-r1-', [6400, 6407]]
['tnf-r1-', [46016, 46023]]
['tnf-r1-', [46474, 46481]]
['tnf-r1-', [50796, 50803]]
['tnf-r1-', [56181, 56188]]
['tnf-r1-', [56639, 56646]]
['tnf-r1-', [60961, 60968]]
['adaptor', [1601, 1608]]
['adaptor', [5386, 5393]]
['adaptor', [6880, 6887]]
['adaptor', [51280, 51287]]
['adaptor', [52578, 52585]]
['adaptor', [55325, 55332]]
['adaptor', [61445, 61452]]
['adaptor', [62743, 62750]]
['adaptor', [65490, 65497]]
['tnf-receptor', [2692, 2704]]
['\\(', [217, 219]]
['\\(', [398, 400]]
['\\(', [418, 420]]
['\\(', [507, 509]]
['\\(', [909, 911]]
['\\(', [944, 946]]
['\\(', [1966, 1968]]
['\\(', [2183, 2185]]
['\\(', [2444, 2446]]
['\\(', [2497, 2499]]
['\\(', [2705, 2707]]
['\\(', [2744, 2746]]
['\\(', [2888, 2890]]
['\\(', [2910, 2912]]
['\\(', [2944, 2946]]
['\\(', [2982, 2984]]
['\\(', [3182, 3184]]
['\\(', [3308, 3310]]
['\\(', [3323, 3325]]
['\\(', [3564, 3566]]
['\\(', [3642, 3644]]
['\\(', [3950, 3952]]
['\\(', [4042, 4044]]
['\\(', [4349, 4351]]
['\\(', [4400, 4402]]
['\\(', [4441, 4443]]
['\\(', [4592, 4594]]
['\\(', [6186, 6188]]
['\\(', [6221, 6223]]
['\\(', [7044, 7046]]
['\\(', [7056, 7058]]
['\\(', [7099, 7101]]
['\\(', [7111, 7113]]
['\\(', [7228, 7230]]
['\\(', [7416, 7418]]
['\\(', [7570, 7572]]
['\\(', [7632, 7634]]
['\\(', [7870, 7872]]
['\\(', [7925, 7927]]
['\\(', [7960, 7962]]
['\\(', [8101, 8103]]
['\\(', [8374, 8376]]
['\\(', [8402, 8404]]
['\\(', [8466, 8468]]
['\\(', [8773, 8775]]
['\\(', [8839, 8841]]
['\\(', [8955, 8957]]
['\\(', [9015, 9017]]
['\\(', [9114, 9116]]
['\\(', [9197, 9199]]
['\\(', [9407, 9409]]
['\\(', [9804, 9806]]
['\\(', [9885, 9887]]
['\\(', [10027, 10029]]
['\\(', [10273, 10275]]
['\\(', [10441, 10443]]
['\\(', [10675, 10677]]
['\\(', [10994, 10996]]
['\\(', [11185, 11187]]
['\\(', [11395, 11397]]
['\\(', [11698, 11700]]
['\\(', [12187, 12189]]
['\\(', [12376, 12378]]
['\\(', [12483, 12485]]
['\\(', [12548, 12550]]
['\\(', [12626, 12628]]
['\\(', [12736, 12738]]
['\\(', [12800, 12802]]
['\\(', [13106, 13108]]
['\\(', [13118, 13120]]
['\\(', [13161, 13163]]
['\\(', [13173, 13175]]
['\\(', [13290, 13292]]
['\\(', [13478, 13480]]
['\\(', [13632, 13634]]
['\\(', [13694, 13696]]
['\\(', [13932, 13934]]
['\\(', [13987, 13989]]
['\\(', [14022, 14024]]
['\\(', [14163, 14165]]
['\\(', [14437, 14439]]
['\\(', [14465, 14467]]
['\\(', [14529, 14531]]
['\\(', [14837, 14839]]
['\\(', [14903, 14905]]
['\\(', [15019, 15021]]
['\\(', [15079, 15081]]
['\\(', [15178, 15180]]
['\\(', [15261, 15263]]
['\\(', [15471, 15473]]
['\\(', [15869, 15871]]
['\\(', [15950, 15952]]
['\\(', [16092, 16094]]
['\\(', [16338, 16340]]
['\\(', [16506, 16508]]
['\\(', [16740, 16742]]
['\\(', [17060, 17062]]
['\\(', [17251, 17253]]
['\\(', [17461, 17463]]
['\\(', [17764, 17766]]
['\\(', [18254, 18256]]
['\\(', [18443, 18445]]
['\\(', [18550, 18552]]
['\\(', [18615, 18617]]
['\\(', [18693, 18695]]
['\\(', [18803, 18805]]
['\\(', [18867, 18869]]
['\\(', [19520, 19522]]
['\\(', [19694, 19696]]
['\\(', [19787, 19789]]
['\\(', [19965, 19967]]
['\\(', [20170, 20172]]
['\\(', [20278, 20280]]
['\\(', [20334, 20336]]
['\\(', [20568, 20570]]
['\\(', [20626, 20628]]
['\\(', [20659, 20661]]
['\\(', [20775, 20777]]
['\\(', [20798, 20800]]
['\\(', [21002, 21004]]
['\\(', [21159, 21161]]
['\\(', [21244, 21246]]
['\\(', [21276, 21278]]
['\\(', [21323, 21325]]
['\\(', [21495, 21497]]
['\\(', [21522, 21524]]
['\\(', [21668, 21670]]
['\\(', [21753, 21755]]
['\\(', [21814, 21816]]
['\\(', [21846, 21848]]
['\\(', [21893, 21895]]
['\\(', [21933, 21935]]
['\\(', [22074, 22076]]
['\\(', [22101, 22103]]
['\\(', [22607, 22609]]
['\\(', [23023, 23025]]
['\\(', [23079, 23081]]
['\\(', [23092, 23094]]
['\\(', [23116, 23118]]
['\\(', [23135, 23137]]
['\\(', [23164, 23166]]
['\\(', [23263, 23265]]
['\\(', [23298, 23300]]
['\\(', [23387, 23389]]
['\\(', [23418, 23420]]
['\\(', [23591, 23593]]
['\\(', [23895, 23897]]
['\\(', [23939, 23941]]
['\\(', [23972, 23974]]
['\\(', [24037, 24039]]
['\\(', [24211, 24213]]
['\\(', [24364, 24366]]
['\\(', [24440, 24442]]
['\\(', [24471, 24473]]
['\\(', [24534, 24536]]
['\\(', [24645, 24647]]
['\\(', [24823, 24825]]
['\\(', [24856, 24858]]
['\\(', [24921, 24923]]
['\\(', [25052, 25054]]
['\\(', [25143, 25145]]
['\\(', [25176, 25178]]
['\\(', [25241, 25243]]
['\\(', [25266, 25268]]
['\\(', [25314, 25316]]
['\\(', [26040, 26042]]
['\\(', [26214, 26216]]
['\\(', [26307, 26309]]
['\\(', [26485, 26487]]
['\\(', [26690, 26692]]
['\\(', [26798, 26800]]
['\\(', [26854, 26856]]
['\\(', [27088, 27090]]
['\\(', [27146, 27148]]
['\\(', [27179, 27181]]
['\\(', [27295, 27297]]
['\\(', [27318, 27320]]
['\\(', [27522, 27524]]
['\\(', [27679, 27681]]
['\\(', [27764, 27766]]
['\\(', [27796, 27798]]
['\\(', [27843, 27845]]
['\\(', [28015, 28017]]
['\\(', [28042, 28044]]
['\\(', [28188, 28190]]
['\\(', [28273, 28275]]
['\\(', [28334, 28336]]
['\\(', [28366, 28368]]
['\\(', [28413, 28415]]
['\\(', [28453, 28455]]
['\\(', [28594, 28596]]
['\\(', [28621, 28623]]
['\\(', [29127, 29129]]
['\\(', [29543, 29545]]
['\\(', [29599, 29601]]
['\\(', [29612, 29614]]
['\\(', [29636, 29638]]
['\\(', [29655, 29657]]
['\\(', [29684, 29686]]
['\\(', [29783, 29785]]
['\\(', [29818, 29820]]
['\\(', [29907, 29909]]
['\\(', [29938, 29940]]
['\\(', [30111, 30113]]
['\\(', [30415, 30417]]
['\\(', [30459, 30461]]
['\\(', [30492, 30494]]
['\\(', [30557, 30559]]
['\\(', [30731, 30733]]
['\\(', [30884, 30886]]
['\\(', [30960, 30962]]
['\\(', [30991, 30993]]
['\\(', [31054, 31056]]
['\\(', [31165, 31167]]
['\\(', [31343, 31345]]
['\\(', [31376, 31378]]
['\\(', [31441, 31443]]
['\\(', [31572, 31574]]
['\\(', [31663, 31665]]
['\\(', [31696, 31698]]
['\\(', [31761, 31763]]
['\\(', [31786, 31788]]
['\\(', [31834, 31836]]
['\\(', [32552, 32554]]
['\\(', [32726, 32728]]
['\\(', [32819, 32821]]
['\\(', [32997, 32999]]
['\\(', [33202, 33204]]
['\\(', [33310, 33312]]
['\\(', [33366, 33368]]
['\\(', [33600, 33602]]
['\\(', [33658, 33660]]
['\\(', [33691, 33693]]
['\\(', [33807, 33809]]
['\\(', [33830, 33832]]
['\\(', [34034, 34036]]
['\\(', [34191, 34193]]
['\\(', [34276, 34278]]
['\\(', [34308, 34310]]
['\\(', [34355, 34357]]
['\\(', [34527, 34529]]
['\\(', [34554, 34556]]
['\\(', [34700, 34702]]
['\\(', [34785, 34787]]
['\\(', [34846, 34848]]
['\\(', [34878, 34880]]
['\\(', [34925, 34927]]
['\\(', [34965, 34967]]
['\\(', [35106, 35108]]
['\\(', [35133, 35135]]
['\\(', [35763, 35765]]
['\\(', [35937, 35939]]
['\\(', [36030, 36032]]
['\\(', [36208, 36210]]
['\\(', [36413, 36415]]
['\\(', [36521, 36523]]
['\\(', [36577, 36579]]
['\\(', [36811, 36813]]
['\\(', [36869, 36871]]
['\\(', [36902, 36904]]
['\\(', [37018, 37020]]
['\\(', [37041, 37043]]
['\\(', [37245, 37247]]
['\\(', [37402, 37404]]
['\\(', [37487, 37489]]
['\\(', [37519, 37521]]
['\\(', [37566, 37568]]
['\\(', [37738, 37740]]
['\\(', [37765, 37767]]
['\\(', [37911, 37913]]
['\\(', [37996, 37998]]
['\\(', [38057, 38059]]
['\\(', [38089, 38091]]
['\\(', [38136, 38138]]
['\\(', [38176, 38178]]
['\\(', [38317, 38319]]
['\\(', [38344, 38346]]
['\\(', [38851, 38853]]
['\\(', [39267, 39269]]
['\\(', [39323, 39325]]
['\\(', [39336, 39338]]
['\\(', [39360, 39362]]
['\\(', [39379, 39381]]
['\\(', [39408, 39410]]
['\\(', [39507, 39509]]
['\\(', [39542, 39544]]
['\\(', [39631, 39633]]
['\\(', [39662, 39664]]
['\\(', [39835, 39837]]
['\\(', [40139, 40141]]
['\\(', [40183, 40185]]
['\\(', [40216, 40218]]
['\\(', [40281, 40283]]
['\\(', [40455, 40457]]
['\\(', [40608, 40610]]
['\\(', [40684, 40686]]
['\\(', [40715, 40717]]
['\\(', [40778, 40780]]
['\\(', [40889, 40891]]
['\\(', [41067, 41069]]
['\\(', [41100, 41102]]
['\\(', [41165, 41167]]
['\\(', [41296, 41298]]
['\\(', [41387, 41389]]
['\\(', [41420, 41422]]
['\\(', [41485, 41487]]
['\\(', [41510, 41512]]
['\\(', [41558, 41560]]
['\\(', [42153, 42155]]
['\\(', [42569, 42571]]
['\\(', [42625, 42627]]
['\\(', [42638, 42640]]
['\\(', [42662, 42664]]
['\\(', [42681, 42683]]
['\\(', [42710, 42712]]
['\\(', [42809, 42811]]
['\\(', [42844, 42846]]
['\\(', [42933, 42935]]
['\\(', [42964, 42966]]
['\\(', [43137, 43139]]
['\\(', [43441, 43443]]
['\\(', [43485, 43487]]
['\\(', [43518, 43520]]
['\\(', [43583, 43585]]
['\\(', [43757, 43759]]
['\\(', [43910, 43912]]
['\\(', [43986, 43988]]
['\\(', [44017, 44019]]
['\\(', [44080, 44082]]
['\\(', [44191, 44193]]
['\\(', [44369, 44371]]
['\\(', [44402, 44404]]
['\\(', [44467, 44469]]
['\\(', [44598, 44600]]
['\\(', [44689, 44691]]
['\\(', [44722, 44724]]
['\\(', [44787, 44789]]
['\\(', [44812, 44814]]
['\\(', [44860, 44862]]
['\\(', [45764, 45766]]
['\\(', [45863, 45865]]
['\\(', [45953, 45955]]
['\\(', [46047, 46049]]
['\\(', [46780, 46782]]
['\\(', [47085, 47087]]
['\\(', [47295, 47297]]
['\\(', [47539, 47541]]
['\\(', [47711, 47713]]
['\\(', [47964, 47966]]
['\\(', [48389, 48391]]
['\\(', [48472, 48474]]
['\\(', [48645, 48647]]
['\\(', [48853, 48855]]
['\\(', [49088, 49090]]
['\\(', [49121, 49123]]
['\\(', [49290, 49292]]
['\\(', [50172, 50174]]
['\\(', [50342, 50344]]
['\\(', [50480, 50482]]
['\\(', [50718, 50720]]
['\\(', [50909, 50911]]
['\\(', [51595, 51597]]
['\\(', [51612, 51614]]
['\\(', [51856, 51858]]
['\\(', [52262, 52264]]
['\\(', [52456, 52458]]
['\\(', [52891, 52893]]
['\\(', [53116, 53118]]
['\\(', [53346, 53348]]
['\\(', [53471, 53473]]
['\\(', [53513, 53515]]
['\\(', [53786, 53788]]
['\\(', [54211, 54213]]
['\\(', [54250, 54252]]
['\\(', [54301, 54303]]
['\\(', [54655, 54657]]
['\\(', [54884, 54886]]
['\\(', [55929, 55931]]
['\\(', [56028, 56030]]
['\\(', [56118, 56120]]
['\\(', [56212, 56214]]
['\\(', [56945, 56947]]
